time,x,y,yaw,reward,yaw_rate,turn_radius
5.800000000000271605e+00,6.200492285450140972e-01,4.109185462411476530e-01,2.301499558309623605e+00,-2.530899453953613931e-01,2.890917121705321446e-01,inf
5.820000000000278284e+00,6.239257424389873519e-01,4.133360626267091886e-01,2.337995990978471106e+00,-2.553631209152818493e-01,2.871973992372651163e-01,inf
5.840000000000284963e+00,6.281587505475159094e-01,4.154823464399793886e-01,2.373517696428428803e+00,-1.376567392073282659e-01,3.852860506605597646e-01,inf
5.860000000000291642e+00,6.326435535273539079e-01,4.172805199721476566e-01,2.408311111073040411e+00,-1.328280299422221755e-01,3.893099750481481824e-01,inf
5.880000000000298321e+00,6.371672735588240766e-01,4.187016742136501213e-01,2.443122569646264175e+00,-2.243490058237762597e-02,4.813042495146853117e-01,inf
5.900000000000305000e+00,6.415702991596441418e-01,4.197193032255400746e-01,2.478582823686141356e+00,-4.025266086882810235e-02,4.664561159426432457e-01,inf
5.920000000000311680e+00,6.457832464741792844e-01,4.202974415987948964e-01,2.514751888385688083e+00,-9.430750089099805555e-02,5.785895840758317199e-01,inf
5.940000000000318359e+00,6.497536247058781633e-01,4.204207497896094159e-01,2.551398604586484264e+00,-9.495017704223474020e-02,5.791251475351956168e-01,inf
5.960000000000325038e+00,6.531903306609022630e-01,4.205423518986372011e-01,2.581284047393768155e+00,-1.281858781673250181e-01,6.068215651394375243e-01,inf
5.980000000000331717e+00,6.561971581358317929e-01,4.205754074811771659e-01,2.609187252243049038e+00,-1.065885934763310533e-01,5.888238278969425421e-01,inf
6.000000000000338396e+00,6.564483994222489738e-01,4.224655046204298658e-01,2.595304905297727061e+00,-1.515475625080160357e-02,5.126289635423346702e-01,inf
6.020000000000345075e+00,6.563645951451112515e-01,4.240691540044068120e-01,2.576058905105203856e+00,-2.085137404157189067e-02,5.173761450346432422e-01,inf
6.040000000000351754e+00,6.554330685562770320e-01,4.258773535902773411e-01,2.553617266880780168e+00,-1.211379786809427817e-01,3.990516844325476820e-01,inf
6.060000000000358433e+00,6.552320706857815980e-01,4.268964373458077333e-01,2.547818028626975817e+00,-5.268130960004086677e-02,4.560989086666326076e-01,inf
6.080000000000365112e+00,6.543713859917094089e-01,4.282158041982189189e-01,2.541056703649184456e+00,-1.292218363374305345e-01,3.923151363854745499e-01,inf
6.100000000000371791e+00,6.541248679386149067e-01,4.290121824500042758e-01,2.541811297541006542e+00,-5.070848627218005160e-03,5.042257071893483378e-01,inf
6.120000000000378471e+00,6.531942459666054690e-01,4.300577818381005057e-01,2.539152245486287374e+00,-3.091679309540791218e-02,4.742360057538267393e-01,inf
6.140000000000385150e+00,6.524484513799236884e-01,4.305692539464892610e-01,2.539100782973398029e+00,-9.899086530931056060e-02,5.824923877577588005e-01,inf
6.160000000000391829e+00,6.507686214922305812e-01,4.312557609500258238e-01,2.534493059412066707e+00,-5.080580766748572091e-02,5.423381730562381042e-01,inf
6.180000000000398508e+00,6.490583908340257224e-01,4.314191902630121200e-01,2.532493871988886092e+00,-1.494026502185853145e-01,6.245022085154877667e-01,inf
6.200000000000405187e+00,6.462194606075418735e-01,4.312007605177021752e-01,2.531861746610370556e+00,-1.015260359754935615e-01,5.846050299795779726e-01,inf
