frame,time_s,detected,confidence,axis_angle_deg,chord_angle_deg,body_bend_angle_deg,lateral_error_px,length_px,center_x,center_y,red_count,black_count,area,score,white_candidate_count,black_blob_count,red_blob_count,bbox,black_area,center,line1_x,line1_y,line2_x,line2_y,line3_x,line3_y,line4_x,line4_y,line5_x,line5_y,line6_x,line6_y,red_area,servo_bboxes,servo_center_count,servo_feature_count
159,10.6,1,1.0,-119.79792270378599,-133.83729235325214,-32.41318624412452,81.85810874699152,255.3227790875641,213.4286687445608,455.39355754202126,2,9,1814.54,12505.465345677749,1,27,14,"(136, 355, 158, 274)",846.0,"(212.58318266547417, 478.1346728493051)",298.56497175141243,563.1638418079095,213.4,560.2571428571429,224.1220238095238,495.33035714285717,258.13432835820896,402.87064676616916,206.1068376068376,425.80440499671266,121.7251461988304,378.9970760233918,153.0,"[(293, 561, 12, 5), (208, 557, 14, 6), (218, 488, 14, 18), (256, 399, 6, 9), (185, 412, 39, 29), (117, 376, 11, 8)]",6,6
162,10.8,1,1.0,-128.99160100189758,-131.03289329916907,nan,18.953833722117434,97.92624820284168,660.977494334048,1147.421334913053,5,3,5995.26,15209.750197218422,1,21,12,"(569, 1049, 204, 221)",1274.5,"(671.157459144881, 1155.2112650455272)",703.3013679508654,1200.500418760469,657.8421052631579,1119.3947368421052,639.0135501355013,1126.631436314363,,,,,,,1113.5,"[(678, 1180, 48, 42), (654, 1118, 9, 4), (630, 1121, 20, 13)]",3,3
165,11.0,1,0.6666666666666666,-179.73311056444254,-179.28964769276837,-1.763819458674277,1.1955328991534806,193.79909635499922,590.5370215311004,1067.6924940191388,5,2,3455.74,11871.752807467154,2,30,16,"(510, 998, 162, 141)",85.5,"(591.7681025912019, 1069.2762219411934)",671.2468756964738,1069.0011499798484,638.9513184901025,1067.9508628377098,606.7461047089132,1067.0058045215656,574.2025918457895,1067.0079308993984,542.0486815098975,1068.0491371622902,509.75312430352614,1066.9988500201516,685.0,,,
168,11.2,1,0.6666666666666666,180.0,180.0,0.0,0.0,202.0,629.0,1065.5,4,2,3207.0,10930.613893148367,1,22,13,"(544, 994, 171, 144)",52.0,"(629.8269230769231, 1066.076923076923)",713.5,1065.5,679.5,1065.5,645.5,1065.5,612.5,1065.5,578.5,1065.5,544.5,1065.5,692.0,,,
171,11.4,1,0.5,-98.224541654446,-87.59626798402448,46.34228921016842,31.376096165758756,172.25901141482646,226.81475165602123,471.8746006513594,1,6,1629.04,9519.460261522887,1,24,12,"(138, 409, 175, 245)",487.0,"(229.23441015058006, 516.8593842940359)",208.49549549549548,584.5765765765766,243.78481848184816,492.013201320132,229.90534979423867,479.04526748971193,193.29493087557603,426.5852534562212,240.62264150943398,409.8427672955974,215.72016460905348,412.4691358024691,152.5,"[(206, 582, 6, 6), (232, 480, 23, 25), (226, 473, 8, 11), (186, 421, 14, 11), (238, 407, 7, 7), (210, 408, 11, 8)]",6,6
174,11.6,1,0.5,-99.180873398247,-105.20513035133258,nan,9.30056539101861,36.71381131516328,207.48486633232397,567.1880191880191,1,4,1650.18,9580.374605272542,1,22,11,"(133, 485, 154, 175)",237.0,"(210.27883866031755, 573.6838461122356)",218.03389830508473,590.6666666666666,203.26839826839827,571.8008658008657,208.4047619047619,555.2380952380952,,,,,,,282.5,"[(215, 588, 9, 7), (200, 567, 7, 11), (207, 551, 4, 9)]",3,3
177,11.8,0,,,,,,,,,,,,,0,21,12,,,,,,,,,,,,,,,,,,,
180,12.0,1,0.6666666666666666,180.0,180.0,0.0,0.0,296.0,742.0,1239.5,5,2,3751.1000000000004,10664.824122073098,1,37,13,"(610, 1115, 265, 250)",1119.5,"(753.827256060489, 1250.6023042809265)",865.5,1239.5,816.0,1239.5,766.5,1239.5,717.5,1239.5,668.0,1239.5,618.5,1239.5,456.0,,,
183,12.2,1,0.6666666666666666,180.0,180.0,0.0,0.0,188.0,692.0,1182.0,4,2,2918.76,10537.32117928601,1,29,10,"(614, 1111, 157, 143)",55.0,"(693.0877770011922, 1183.2173868355055)",770.5,1182.0,739.0,1182.0,707.5,1182.0,676.5,1182.0,645.0,1182.0,613.5,1182.0,493.5,,,
186,12.4,1,0.5,91.32994102419987,89.92288594223784,8.618570385424277,8.053600739680546,148.82735192061747,222.88924013581547,591.1580025758108,1,5,781.54,7876.217561408188,1,30,11,"(149, 461, 148, 194)",531.5,"(224.28179802637126, 562.7514924672042)",219.5,531.5,227.57948717948716,550.7282051282051,224.43624161073825,586.3825503355705,219.70030581039754,680.3272171253822,,,,,49.0,"[(216, 530, 8, 4), (225, 547, 6, 9), (216, 583, 16, 7), (216, 671, 9, 20)]",4,4
189,12.6,1,0.6666666666666666,90.0,90.0,0.0,0.0,194.0,678.0,1236.0,4,2,3177.08,9349.240265256081,1,30,10,"(608, 1155, 141, 163)",61.0,"(679.4428938619012, 1237.5062088942823)",678.0,1155.0,678.0,1187.5,678.0,1220.0,678.0,1252.0,678.0,1284.5,678.0,1317.0,705.0,,,
192,12.8,1,0.5,95.54979492690417,94.67780883544532,-6.622404391699263,13.209939452598999,208.65321499005273,221.7792622372902,558.6318998920464,1,5,909.74,6333.2557502184045,1,33,12,"(138, 489, 153, 168)",561.0,"(218.5998923835582, 567.4416734312182)",232.47619047619048,458.44179894179894,222.5981308411215,559.1966510903427,208.61904761904762,588.0238095238095,215.46,666.4,,,,,42.0,"[(229, 453, 8, 11), (208, 544, 24, 32), (206, 585, 6, 7), (213, 661, 6, 11)]",4,4
195,13.0,0,,,,,,,,,,,,,0,35,12,,,,,,,,,,,,,,,,,,,
198,13.2,1,0.6666666666666666,163.70805308355398,147.49700187590616,4.137517707642701,38.508962460438916,343.8950146722417,826.0497629009762,1323.519121338912,4,2,3215.84,9028.747425692623,1,18,12,"(705, 1210, 279, 230)",944.0,"(853.4819651436075, 1331.679187823689)",943.7050863322294,1247.0403185056794,913.4034617643825,1311.797545280017,859.8499716721531,1324.4822503125195,800.1511277643659,1324.525936429855,742.8069874319053,1329.380124995204,713.182073420256,1393.916633350933,469.0,,,
201,13.4,1,0.3333333333333333,160.9021595835643,168.19588581886566,52.67522329191718,32.69915942235566,171.91395162522366,230.64447674418605,401.9549418604651,1,2,787.8199999999999,3854.378017329092,1,28,9,"(133, 369, 162, 152)",136.5,"(214.83282567379007, 446.2516077377014)",297.0259341356698,368.29854292226065,273.9085715812186,383.0122978147453,250.83609531043388,397.69115307801667,223.27193953350138,417.1176798997206,195.50599538931408,411.13232707240246,165.37764927289842,395.81116839142777,63.0,,,
204,13.6,1,1.0,-148.73059035756506,-147.45330659141123,nan,14.030337388634344,129.7474264958974,877.4153107727575,1369.0800927992418,4,3,4968.32,12701.244147916901,2,25,11,"(759, 1264, 249, 209)",828.5,"(873.9205707838125, 1368.4834517012257)",939.178427632973,1404.7209154481882,851.5982905982904,1365.4700854700855,829.8074074074073,1334.9185185185183,,,,,,,620.0,"[(915, 1383, 44, 41), (848, 1363, 8, 6), (827, 1332, 7, 7)]",3,3
207,13.8,0,,,,,,,,,,,,,0,17,13,,,,,,,,,,,,,,,,,,,
210,14.0,0,,,,,,,,,,,,,0,34,5,,,,,,,,,,,,,,,,,,,
213,14.2,1,0.6666666666666666,-78.8773856108329,-67.12152987872855,4.310552262115664,34.154728848208904,304.341518723781,841.9214241262979,1382.8072287183518,2,2,2774.7599999999998,8830.081767974812,1,23,5,"(742, 1270, 265, 231)",868.0,"(879.9426776256885, 1389.9955490747773)",799.8270713870559,1494.966001868152,834.3912561043101,1460.3123620522294,847.6361314765624,1410.850786370657,837.3771953023729,1357.08142809905,842.4000765909519,1306.224289819735,892.7558130583525,1274.7420361597203,205.0,,,
216,14.4,1,1.0,-105.96877080859613,-104.8826342053457,-9.074404508394295,6.096974635506231,177.53320580830635,234.9023083248378,712.9100934404208,2,8,2148.64,13117.275943386972,1,35,9,"(144, 572, 156, 212)",312.0,"(223.6207678632687, 681.6288851499477)",259.9157894736842,813.8807017543859,255.42222222222222,785.5444444444445,250.42307692307693,759.6538461538462,241.94444444444446,722.5185185185185,222.89922480620154,689.7286821705426,214.3181818181818,642.3030303030303,85.0,"[(258, 804, 5, 20), (252, 770, 9, 33), (249, 754, 4, 12), (239, 711, 7, 23), (221, 686, 5, 9), (211, 637, 8, 11)]",6,8
219,14.6,1,1.0,-83.55337780044272,-78.40227093014622,-2.4378925658677986,24.170974481737108,385.0744039225683,820.9396428985751,1370.6801906790834,2,3,3622.04,10049.433457848258,1,25,6,"(704, 1213, 297, 325)",776.5,"(864.3297780071744, 1364.384902880874)",786.9360253029562,1523.7160034819415,822.3536121415322,1471.3704673474708,817.1638811832207,1406.5496213116378,823.4719803358271,1341.1974260460975,823.4210562090243,1277.9739436800942,848.5151570532205,1223.66548851885,195.0,,,
222,14.8,1,0.16666666666666666,-25.224818265902172,-44.51912395712648,48.27653921952357,25.233435717023603,81.50120800906313,943.0125048847206,1502.5072293864791,1,1,768.5,4629.749771484724,1,30,10,"(930, 1495, 42, 35)",706.5,"(958.5458685751464, 1510.6712209932768)",919.6269794811527,1535.1468209931968,918.1144674163513,1505.181621880549,926.9004919589566,1492.604690658602,946.4224803006848,1501.3876918976096,959.5834814930317,1500.4317658788218,967.1217968635941,1488.4426222935515,201.5,,,
225,15.0,0,,,,,,,,,,,,,0,31,8,,,,,,,,,,,,,,,,,,,
228,15.2,1,1.0,38.733186099826185,38.77688248502048,nan,1.4198066455856768,106.00437345588529,930.8248016224624,1487.3822899160434,4,3,3623.08,13492.659834773844,1,37,5,"(791, 1361, 222, 206)",843.0,"(908.1400769626781, 1469.299599725493)",861.6315789473684,1431.5526315789473,926.060606060606,1485.1333333333332,944.2716049382715,1497.942038083281,,,,,,,486.0,"[(858, 1430, 8, 4), (923, 1480, 7, 11), (926, 1481, 37, 34)]",3,3
231,15.4,1,1.0,48.66563246640763,48.1517807990468,nan,10.739526432618437,158.996246036686,890.0307877030148,1466.4385985295594,5,3,3850.92,14664.844389880767,1,33,7,"(763, 1331, 246, 258)",572.0,"(890.1063915715027, 1468.9141096726742)",833.4564102564102,1401.9179487179485,923.2741935483871,1518.3010752688172,939.5322844968862,1520.3566043920025,,,,,,,610.0,"[(827, 1400, 13, 5), (920, 1514, 8, 9), (928, 1504, 26, 33)]",3,3
234,15.6,1,0.6666666666666666,103.05364818910489,105.21790305075598,19.43972601876341,8.645685224509034,146.7857184343958,945.33374888691,108.1113089937667,3,2,1473.38,5839.26233601595,1,33,5,"(874, 2, 149, 307)",264.0,"(948.2740520385842, 178.1652771710197)",956.0549471595231,60.106486815429534,950.4464861149679,80.57428439885773,951.1874024545092,102.56563039384093,945.4508804120951,132.0249020969838,936.1830877464442,151.89728693800072,925.1683279291436,173.64789971834938,1171.5,,,
237,15.8,0,,,,,,,,,,,,,0,26,5,,,,,,,,,,,,,,,,,,,
240,16.0,1,0.3333333333333333,31.849794364553105,38.051845086970005,4.158575712189773,4.749251240521258,74.39056405265521,951.0638957816377,75.72611662531017,2,1,658.0,9191.484659407339,1,32,6,"(923, 57, 49, 37)",291.5,"(946.813323201621, 71.56914893617021)",926.4772522507371,56.40263393378995,932.6625246861493,67.27527055719548,943.1713196565106,72.05335368995641,956.2991171837714,75.07967012344253,964.3804387184987,83.66818512295376,971.781533433679,91.86428199434079,492.5,,,
243,16.2,1,0.3333333333333333,31.849794364553105,38.051845086970005,4.158575712189773,4.749251240521258,74.39056405265521,951.0638957816377,75.72611662531017,2,1,658.0,9458.0,1,23,3,"(923, 57, 49, 37)",291.5,"(946.813323201621, 71.56914893617021)",926.4772522507371,56.40263393378995,932.6625246861493,67.27527055719548,943.1713196565106,72.05335368995641,956.2991171837714,75.07967012344253,964.3804387184987,83.66818512295376,971.781533433679,91.86428199434079,492.5,,,
246,16.4,1,0.3333333333333333,31.849794364553105,38.051845086970005,4.158575712189773,4.749251240521258,74.39056405265521,951.0638957816377,75.72611662531017,3,1,658.0,11258.0,1,24,6,"(923, 57, 49, 37)",291.5,"(946.813323201621, 71.56914893617021)",926.4772522507371,56.40263393378995,932.6625246861493,67.27527055719548,943.1713196565106,72.05335368995641,956.2991171837714,75.07967012344253,964.3804387184987,83.66818512295376,971.781533433679,91.86428199434079,570.5,,,
249,16.6,1,0.6666666666666666,90.59029051457667,92.02600979162106,31.286363736517274,19.083134834471213,173.8974239253905,880.6829466608847,1602.663269731136,2,2,1899.7,4932.15784609502,1,29,4,"(843, 1533, 154, 142)",300.5,"(920.4969814381029, 1605.1144422523425)",873.1004673296635,1531.7486146026902,881.0589449776002,1560.278784996659,884.1135849692695,1589.4754130581616,889.1005766657579,1619.2380024126555,880.9225774128203,1646.0146566408857,868.0082819635787,1675.696150440416,246.0,,,
252,16.8,1,0.6666666666666666,93.71838813253633,96.105226912169,2.3354451086269563,11.626853647036794,322.8723125860144,867.4778595924954,1537.8792868670566,3,2,2080.9,8916.608741063603,1,30,6,"(820, 1405, 161, 283)",364.5,"(901.4135987582356, 1551.249356409931)",878.7308252312337,1413.1418269090952,868.6643677603735,1463.4708520563693,864.8587181073639,1518.5610517859757,868.3471871528199,1572.657786468501,867.7039618876369,1625.5551766442418,850.9013885588696,1673.3237824378994,245.0,,,
255,17.0,1,0.3333333333333333,85.63737437848374,87.15080080652956,21.255315616815295,12.678562716722176,184.18650973352675,881.6323553787502,1639.0592850433725,1,2,1133.28,6196.201995774918,1,23,14,"(845, 1567, 158, 148)",52.0,"(924.0047654399423, 1642.0193079587186)",870.5835910477698,1565.0957059633881,876.9800107356709,1593.6840148792926,883.1135915883431,1624.3810167648003,887.7246514597832,1654.4447165783383,886.8504406842521,1684.1475206269618,877.9838898013679,1713.788828574549,63.0,,,
258,17.2,1,0.3333333333333333,19.000007298853518,24.18577739855612,31.268876572585167,9.31165289360239,76.76041363873212,938.4430272108843,1652.453231292517,2,1,793.5,6352.271691862723,1,26,13,"(922, 1648, 50, 32)",477.5,"(955.2703213610586, 1662.6370510396976)",911.2999647581861,1643.4641055814552,920.41611272664,1649.1267875276433,933.9806660510634,1648.9603595174058,947.3608281888593,1649.452079282602,957.1686590269061,1660.5580739842271,966.0193339489367,1668.0396404825942,246.5,,,
261,17.4,1,0.3333333333333333,88.0530184162387,91.04872738279262,27.496107820190076,22.68357954742079,187.81502242208688,878.7556748710861,1638.385253309234,1,2,1728.18,6898.286376330207,1,27,11,"(841, 1563, 154, 154)",534.0,"(920.7670271416034, 1642.5057206371046)",872.7898247632149,1560.8173433967693,867.0758939526289,1592.7325477280028,880.0916690966905,1624.696600011663,893.7502906374233,1655.154380872651,868.2231609175843,1684.5646521530844,869.925260327588,1717.301407357835,99.0,,,
264,17.6,1,1.0,107.97187991281798,120.9045214947964,2.916171625390106,28.473264178961358,240.43306370925234,253.62160698164308,768.2156786036713,2,3,1779.42,6275.412553436888,1,29,12,"(179, 683, 144, 165)",131.5,"(251.81569735184397, 766.7681318018844)",299.0163455241587,683.9496095128437,266.98642561867297,708.5388329969782,253.00455647004517,745.0273686295103,251.91218776523203,786.353541184267,247.06236959888673,826.1804641785103,201.98365447584132,846.0503904871563,201.5,,,
267,17.8,1,1.0,69.84609186555839,70.66422673582628,nan,3.3007545916330154,107.09985429321918,242.59037396813974,739.7677040235053,2,3,1805.08,8503.952634882125,2,23,12,"(180, 685, 144, 161)",126.0,"(252.26211389984215, 767.1122978852277)",218.69934640522874,676.1633986928103,250.13378684807253,755.7777777777777,254.16049382716048,777.2222222222222,,,,,,,201.5,"[(216, 672, 6, 10), (247, 743, 7, 25), (253, 771, 4, 13)]",3,3
270,18.0,0,,,,,,,,,,,,,0,24,10,,,,,,,,,,,,,,,,,,,
273,18.2,1,1.0,58.63083757251429,59.53979047883427,nan,12.110115093917232,133.31772410010302,195.66842973020997,657.7446581240729,2,3,809.4200000000001,7263.360591186269,1,28,8,"(96, 542, 192, 204)",143.5,"(201.17158974906977, 655.1923867503448)",166.5744680851064,612.2411347517731,218.6315789473684,676.8684210526316,234.15853658536585,727.1585365853658,,,,,,,126.0,"[(165, 608, 5, 9), (215, 670, 8, 15), (230, 711, 10, 33)]",3,3
276,18.4,1,1.0,83.339283476447,82.41419173653857,nan,4.933848927240057,132.9306308771388,219.00413541258013,618.9945650776211,2,3,1264.22,7921.698221333493,1,31,5,"(145, 521, 148, 242)",299.5,"(220.55251885280728, 646.4513912511612)",215.93130366900857,591.783762685402,224.5810810810811,694.1081081081081,233.4795918367347,723.5510204081633,,,,,,,181.0,"[(201, 577, 26, 27), (222, 686, 6, 17), (230, 713, 8, 22)]",3,3
279,18.6,0,,,,,,,,,,,,,0,27,4,,,,,,,,,,,,,,,,,,,
282,18.8,0,,,,,,,,,,,,,0,30,3,,,,,,,,,,,,,,,,,,,
285,19.0,0,,,,,,,,,,,,,0,27,6,,,,,,,,,,,,,,,,,,,
288,19.2,0,,,,,,,,,,,,,0,29,7,,,,,,,,,,,,,,,,,,,
291,19.4,0,,,,,,,,,,,,,0,20,6,,,,,,,,,,,,,,,,,,,
294,19.6,1,0.16666666666666666,56.49161413063235,57.39478236074347,20.697080380436525,5.290707768981909,65.6876697941292,158.02117362371445,378.88263762855416,1,1,1347.5,5667.209373242244,1,30,6,"(131, 350, 53, 60)",89.5,"(158.2200371057514, 379.74495980210264)",141.91591810852645,356.37300650726917,146.2507657893868,363.8476807714203,153.92545098374762,371.3666948281229,163.08717237454485,379.6523709223194,165.79214581187054,391.44124384437526,169.56830269360796,399.60316130467794,42.0,,,
297,19.8,1,0.5,96.16127577521036,89.44171241251115,-64.96475696031195,33.28932522451303,101.68874730987618,182.83732825629474,418.07488419202525,1,4,933.6,7300.746271231506,1,30,6,"(91, 343, 151, 153)",462.5,"(167.07909990122667, 420.2134920104322)",194.87873015873015,398.9682539682539,173.05357142857142,413.2023809523809,161.8545861297539,426.3445190156599,195.8695652173913,500.6521739130435,,,,,42.0,"[(179, 388, 31, 24), (169, 411, 9, 5), (152, 420, 19, 12), (192, 498, 8, 6)]",4,4
300,20.0,0,,,,,,,,,,,,,0,27,2,,,,,,,,,,,,,,,,,,,
303,20.2,1,0.3333333333333333,31.498471190863484,34.35987347430664,35.24859121407736,24.249230215110263,217.90551437990982,854.1760640804147,1726.405476153081,1,2,1292.98,3544.536619315062,1,37,3,"(775, 1681, 140, 151)",170.0,"(845.8299071302791, 1756.986852935626)",775.4288340616794,1686.956392068854,799.66684135391,1701.3596727765084,842.9365075327161,1703.7355659244172,869.3738884947593,1730.309959312812,891.2473402748551,1754.2005048936353,913.3127500482224,1781.225708880063,49.0,,,
306,20.4,1,0.3333333333333333,34.31493968567321,34.803462265751115,23.28176066162062,23.91829511852595,232.5507476730183,851.460009342399,1728.6001972284216,1,2,1339.5,6570.248539157182,1,20,4,"(775, 1679, 155, 145)",239.0,"(853.9933983041666, 1751.8866472535478)",776.8423320780264,1685.1146346951937,801.8614069324634,1704.3656924424947,848.3632650358188,1705.7003337326623,867.3666023624431,1741.0676833744735,898.0538719012194,1765.560573353931,923.3495760345951,1786.9529520235224,63.0,,,
309,20.6,0,,,,,,,,,,,,,0,30,1,,,,,,,,,,,,,,,,,,,
312,20.8,0,,,,,,,,,,,,,0,16,1,,,,,,,,,,,,,,,,,,,
